MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND,CARRIER_HISTORICAL,DEP_AIRPORT_HIST,DAY_HISTORICAL,DEP_BLOCK_HIST
3,5,0,2100-2159,11,3,21,181,American Airlines Inc.,11006,78308,562,1960746,11744595,9.82082928995461e-05,0.00017728721959309724,2,Seattle International,47.447,-122.306,Dallas Fort Worth Regional,0.01,0.0,0.0,65.0,8.28,0.1907914478619655,0.22450682400619823,0.20171141658757616,0.22954580211041445
7,3,0,1200-1259,1,2,27,154,United Air Lines Inc.,6107,55374,2497,780326,8501631,0.00025380424062159367,0.00022898547349326266,11,Washington Dulles International,38.942,-77.458,Logan International,0.0,0.0,0.0,88.0,7.61,0.2366009589770911,0.2238688671831144,0.2030270924776752,0.17458541458541457
5,6,0,0600-0659,2,1,14,143,Southwest Airlines Co.,5171,113709,2893,614236,13382999,6.178236301460919e-05,9.889412309998219e-05,17,San Jose International,37.363,-121.941,NONE,0.0,0.0,0.0,72.0,7.61,0.24861999587288486,0.18786731291566006,0.1799073314349148,0.06922199047656527
7,6,0,1600-1659,2,4,30,76,SkyWest Airlines Inc.,15391,72721,3319,1908862,3472966,3.419267401443636e-05,9.900278805864171e-05,4,San Francisco International,37.619,-122.375,Boise Air Terminal,0.0,0.0,0.0,67.0,13.42,0.18837350060526026,0.108348134991119,0.20331257623419144,0.28921018364689505
8,2,0,0800-0859,4,1,38,187,American Airlines Inc.,10613,80820,4130,1297685,11744595,9.82082928995461e-05,0.00017728721959309724,8,Philadelphia International,39.868,-75.249,NONE,0.0,0.0,0.0,79.0,5.59,0.22821516863056462,0.18786731291566006,0.21854794364701643,0.11237266553480475
5,2,0,0001-0559,2,1,6,160,American Airlines Inc.,4641,78894,426,477995,11744595,9.82082928995461e-05,0.00017728721959309724,5,Kansas City International,39.298,-94.714,NONE,0.69,0.0,0.0,65.0,9.84,0.25727301346271364,0.18786731291566006,0.1908767011272706,0.08339052848318462
5,6,0,0700-0759,3,1,21,186,Frontier Airlines Inc.,14018,11254,719,1903352,1857122,0.00011572564827677376,7.134694872433899e-06,2,McCarran International,36.08,-115.152,NONE,0.0,0.0,0.0,81.0,7.16,0.3181818181818182,0.18786731291566006,0.1799073314349148,0.0970220588235294
3,5,0,1900-1959,4,4,13,175,Southwest Airlines Co.,4625,114119,1122,404840,13382999,6.178236301460919e-05,9.889412309998219e-05,6,Southwest Florida International,26.536,-81.755,General Mitchell Field,0.0,0.0,0.0,81.0,8.95,0.2043892222493479,0.14360313315926893,0.20171141658757616,0.24370177558798922
11,3,0,0700-0759,6,1,63,132,Delta Air Lines Inc.,26830,79989,1126,3103410,12460183,0.0001441658849878598,0.0001486602009422039,16,Chicago O'Hare International,41.978,-87.906,NONE,0.01,0.0,0.0,55.0,11.41,0.10088231967120395,0.18786731291566006,0.14749755226631342,0.07653538186400033
12,2,1,1900-1959,4,2,15,76,SkyWest Airlines Inc.,12707,70473,3467,1581456,3472966,3.419267401443636e-05,9.900278805864171e-05,12,Minneapolis-St Paul International,44.886,-93.218,Truax Field,0.0,0.0,0.0,64.0,3.58,0.20251253418413856,0.19757575757575757,0.1997842391862735,0.3021548662088563
1,5,0,1600-1659,6,6,33,143,Southwest Airlines Co.,17725,107363,3451,2780593,13382999,6.178236301460919e-05,9.889412309998219e-05,14,Los Angeles International,33.942,-118.408,San Jose International,0.0,0.0,0.0,63.0,4.7,0.1724374357216318,0.12188612099644128,0.17172256567191768,0.21289034649935834
1,1,0,1900-1959,2,4,52,154,United Air Lines Inc.,18286,46218,5037,2743323,8501631,0.00025380424062159367,0.00022898547349326266,11,Stapleton International,39.774,-104.88,Minneapolis-St Paul International,0.07,2.3,1.2,31.0,12.97,0.18188240583154042,0.15810989539497414,0.1769969124782088,0.24791896499849564
4,5,1,1800-1859,2,6,33,44,American Eagle Airlines Inc.,14138,25138,1296,1208249,1204766,0.00034840766560500434,0.00010686715174900371,18,LaGuardia,40.779,-73.876,Standiford Field,0.48,0.0,0.0,66.0,12.3,0.14814814814814814,0.1618705035971223,0.2324257329873349,0.26130947027610396
3,7,0,1400-1459,2,4,11,143,Southwest Airlines Co.,4886,114119,2700,614236,13382999,6.178236301460919e-05,9.889412309998219e-05,18,San Jose International,37.363,-121.941,Los Angeles International,0.04,0.0,0.0,58.0,9.4,0.2043892222493479,0.20248571869692758,0.19147336426171813,0.21026414404533406
7,3,1,1000-1059,2,2,50,50,SkyWest Airlines Inc.,23471,72721,4971,2743323,3472966,3.419267401443636e-05,9.900278805864171e-05,16,Stapleton International,39.774,-104.88,Yampa Valley,0.0,0.0,0.0,97.0,12.08,0.18837350060526026,0.18786731291566006,0.2030270924776752,0.14307556127786272
9,5,1,1100-1159,3,2,47,66,SkyWest Airlines Inc.,28583,66731,5357,3103410,3472966,3.419267401443636e-05,9.900278805864171e-05,13,Chicago O'Hare International,41.978,-87.906,Will Rogers World,1.35,0.0,0.0,77.0,11.86,0.13815390217259377,0.1250914411119239,0.16524705156864256,0.11839268776407692
10,3,0,1900-1959,2,7,12,143,Southwest Airlines Co.,5536,115051,3180,614236,13382999,6.178236301460919e-05,9.889412309998219e-05,15,San Jose International,37.363,-121.941,Salt Lake City International,0.0,0.0,0.0,71.0,3.58,0.17932290605257795,0.10434399765189316,0.15751080971785858,0.22540415704387992
9,6,1,1500-1559,5,4,30,175,Southwest Airlines Co.,17615,107436,3308,2780593,13382999,6.178236301460919e-05,9.889412309998219e-05,3,Los Angeles International,33.942,-118.408,Kansas City International,0.0,0.0,0.0,72.0,8.72,0.12482946793997271,0.11022108298622237,0.1044504333891762,0.15940929776032836
11,3,0,1700-1759,4,4,40,128,American Airlines Inc.,24926,77179,12790,2907365,11744595,9.82082928995461e-05,0.00017728721959309724,6,Dallas Fort Worth Regional,32.894,-97.03,Eagle County Regional,0.0,0.0,0.0,76.0,17.0,0.14230237360056072,0.18786731291566006,0.14749755226631342,0.18264623354198145
1,2,1,1400-1459,2,6,23,100,JetBlue Airways,11206,23463,830,955406,3190369,0.0001600389254787507,0.00012686617611396965,14,Ronald Reagan Washington National,38.852,-77.037,Orlando International,0.0,0.0,0.0,32.0,5.82,0.26723152444354786,0.18262645680644,0.15948943442579175,0.21071528490161334
8,3,0,2100-2159,2,7,1,76,"Midwest Airline, Inc.",5552,28070,466,573075,1529740,1.25293581928874e-06,0.00012382274422796983,3,Raleigh-Durham International,35.875,-78.782,Newark Liberty International,0.0,0.0,0.0,88.0,2.91,0.19564981557821653,0.3037582332429291,0.22167235494880547,0.3219656852361788
7,2,0,0700-0759,4,1,41,180,Delta Air Lines Inc.,35086,90457,21769,4365661,12460183,0.0001441658849878598,0.0001486602009422039,3,Atlanta Municipal,33.641,-84.427,NONE,0.12,0.0,0.0,92.0,5.14,0.19021873914984375,0.18786731291566006,0.20201193470140924,0.10123584696218456
5,5,0,0900-0959,2,3,6,143,Southwest Airlines Co.,3528,113709,1310,429725,13382999,6.178236301460919e-05,9.889412309998219e-05,13,Orange County,33.676,-117.867,Phoenix Sky Harbor International,0.0,0.0,0.0,70.0,6.71,0.24861999587288486,0.2253715185513237,0.20697729916773558,0.1314805371409145
1,1,0,1600-1659,3,6,1,120,Alaska Airlines Inc.,1304,20315,1165,222594,2884187,3.233146156611231e-05,0.00017460144972655646,19,Anchorage International,61.169,-149.985,Juneau International,0.01,0.0,11.0,21.0,7.83,0.13986606111923638,0.18786731291566006,0.1769969124782088,0.21289034649935834
7,1,0,1800-1859,4,2,25,181,Alaska Airlines Inc.,19667,24454,1824,2780593,2884187,3.233146156611231e-05,0.00017460144972655646,3,Los Angeles International,33.942,-118.408,John F. Kennedy International,0.0,0.0,0.0,72.0,6.26,0.1534798069596139,0.24193548387096775,0.2199389713578136,0.3263928713220698
4,5,1,1700-1759,2,6,6,143,Southwest Airlines Co.,2167,110752,578,204019,13382999,6.178236301460919e-05,9.889412309998219e-05,20,Eppley Airfield,41.302,-95.893,Ronald Reagan Washington National,0.0,0.0,0.0,68.0,6.71,0.2157258332116643,0.18546030199707744,0.2324257329873349,0.24453475935828878
4,3,0,1800-1859,4,6,7,143,Southwest Airlines Co.,4461,110752,1982,477995,13382999,6.178236301460919e-05,9.889412309998219e-05,19,Kansas City International,39.298,-94.714,Louis Armstrong New Orleans International,0.4,0.0,0.0,74.0,13.87,0.2157258332116643,0.22545349841635473,0.12761567933981727,0.26130947027610396
5,3,0,0800-0859,3,2,31,76,SkyWest Airlines Inc.,9517,70878,3781,1065782,3472966,3.419267401443636e-05,9.900278805864171e-05,3,Salt Lake City International,40.784,-111.967,San Antonio International,0.34,0.0,0.0,55.0,5.37,0.17422367236723674,0.17827780181739505,0.1807751986583703,0.11103341675253937
6,4,0,1000-1059,4,2,6,158,Delta Air Lines Inc.,2303,87183,432,270922,12460183,0.0001441658849878598,0.0001486602009422039,24,Bradley International,41.939,-72.683,Atlanta Municipal,0.24,0.0,0.0,60.0,6.93,0.20073005268776473,0.25182740904724116,0.2514772268506625,0.17235203820569675
12,4,0,0700-0759,3,1,5,76,American Eagle Airlines Inc.,1107,26721,325,90547,1204766,0.00034840766560500434,0.00010686715174900371,2,Adams Field,34.729,-92.234,NONE,0.0,0.0,0.0,68.0,2.91,0.17687226304460774,0.18786731291566006,0.18161763307532852,0.10819386055366066
7,2,1,1700-1759,3,4,36,124,United Air Lines Inc.,11201,55374,381,955406,8501631,0.00025380424062159367,0.00022898547349326266,20,Ronald Reagan Washington National,38.852,-77.037,Chicago O'Hare International,0.58,0.0,0.0,77.0,8.05,0.2366009589770911,0.2732357375614027,0.20201193470140924,0.31053443569761463
6,3,0,1800-1859,3,5,4,129,American Eagle Airlines Inc.,1199,27159,112,106354,1204766,0.00034840766560500434,0.00010686715174900371,11,Rochester Monroe County,43.121,-77.671,Chicago O'Hare International,0.46,0.0,0.0,81.0,5.14,0.24696065031292713,0.3082476265822785,0.2371748183838497,0.3656540999909592
3,5,0,2100-2159,2,4,37,76,"Midwest Airline, Inc.",7956,26929,1054,1413432,1529740,1.25293581928874e-06,0.00012382274422796983,5,Miami International,25.792,-80.286,Pittsburgh International,0.0,0.0,0.0,80.0,9.84,0.1388417599819025,0.13831967213114754,0.20171141658757616,0.22954580211041445
12,2,0,1500-1559,4,2,32,109,Delta Air Lines Inc.,25322,81498,921,2907365,12460183,0.0001441658849878598,0.0001486602009422039,0,Dallas Fort Worth Regional,32.894,-97.03,Salt Lake City International,0.0,0.0,0.0,68.0,6.49,0.15739002392784834,0.16426553672316385,0.1997842391862735,0.24966951617167532
5,2,0,2200-2259,4,4,57,76,American Eagle Airlines Inc.,25360,27761,4899,2907365,1204766,0.00034840766560500434,0.00010686715174900371,3,Dallas Fort Worth Regional,32.894,-97.03,Greenville-Spartanburg,0.27,0.0,0.0,83.0,12.3,0.19432692974547472,0.17659352142110762,0.1908767011272706,0.26631059983566147
10,3,0,1900-1959,2,6,22,90,Comair Inc.,20449,24198,8189,2006675,1245396,0.0,8.999810569042966e-05,0,Douglas Municipal,35.219,-80.936,Piedmont Triad International,0.0,0.0,0.0,79.0,8.05,0.17227049489988666,0.14684466019417475,0.15751080971785858,0.22540415704387992
3,2,0,1900-1959,2,7,14,129,Delta Air Lines Inc.,5137,84142,811,573075,12460183,0.0001441658849878598,0.0001486602009422039,11,Raleigh-Durham International,35.875,-78.782,Atlanta Municipal,0.06,0.0,0.0,56.0,10.07,0.12407527113409467,0.14253202966958867,0.13286823228849365,0.24370177558798922
6,5,1,1000-1059,1,2,30,76,"Midwest Airline, Inc.",14033,26990,2759,1208249,1529740,1.25293581928874e-06,0.00012382274422796983,11,LaGuardia,40.779,-73.876,Lambert-St. Louis International,0.0,0.0,0.0,76.0,13.42,0.2089368603545663,0.3009484747500641,0.22267777065983343,0.17235203820569675
4,7,0,2000-2059,2,8,63,90,Comair Inc.,18979,23434,7448,2006675,1245396,0.0,8.999810569042966e-05,3,Douglas Municipal,35.219,-80.936,Charlottesville Albemarle,0.01,0.0,0.0,71.0,5.14,0.22537788385043755,0.18786731291566006,0.20372403138594136,0.24885020523218437
5,4,0,0001-0559,2,2,7,143,Southwest Airlines Co.,2588,113709,993,279230,13382999,6.178236301460919e-05,9.889412309998219e-05,15,General Mitchell Field,42.95,-87.897,Atlanta Municipal,0.37,0.0,0.0,43.0,6.26,0.24861999587288486,0.17277070063694266,0.2508514599700286,0.08339052848318462
12,7,1,1200-1259,3,3,6,70,Comair Inc.,2642,24003,134,289569,1245396,0.0,8.999810569042966e-05,15,Jacksonville International,30.485,-81.688,Ronald Reagan Washington National,0.26,0.0,0.0,75.0,6.93,0.2236157846436219,0.20817170933540213,0.226980167528948,0.2109591375857514
6,1,0,1000-1059,2,3,12,76,SkyWest Airlines Inc.,3351,71188,342,429725,3472966,3.419267401443636e-05,9.900278805864171e-05,2,Orange County,33.676,-117.867,San Jose International,0.0,0.0,0.0,72.0,4.92,0.20821040912886168,0.19194376858610435,0.25356818055271996,0.17235203820569675
6,7,0,1000-1059,4,2,13,143,Southwest Airlines Co.,6007,112879,2289,874468,13382999,6.178236301460919e-05,9.889412309998219e-05,17,Tampa International,27.973,-82.535,William P Hobby,0.0,0.0,0.0,93.0,5.59,0.2597746164719308,0.3443995381062356,0.2707091566151969,0.17235203820569675
4,5,1,1700-1759,8,3,17,180,Delta Air Lines Inc.,9556,81803,506,1297685,12460183,0.0001441658849878598,0.0001486602009422039,1,Philadelphia International,39.868,-75.249,Salt Lake City International,0.78,0.0,0.0,71.0,10.07,0.13955758569244653,0.09822119102861562,0.2324257329873349,0.24453475935828878
5,6,1,0800-0859,4,1,6,76,SkyWest Airlines Inc.,2105,70878,536,178477,3472966,3.419267401443636e-05,9.900278805864171e-05,11,Will Rogers World,35.392,-97.602,NONE,1.46,0.0,0.0,74.0,14.99,0.17422367236723674,0.18786731291566006,0.1799073314349148,0.11103341675253937
11,4,0,0800-0859,3,1,7,79,Mesa Airlines Inc.,2035,18459,180,170270,1191889,0.0,9.131157116170832e-05,15,Standiford Field,38.18,-85.739,NONE,0.0,0.0,0.0,42.0,7.38,0.1507966980226531,0.18786731291566006,0.1398860693940963,0.09431699485473326
9,2,1,1400-1459,2,3,18,143,Southwest Airlines Co.,6791,107436,6386,819756,13382999,6.178236301460919e-05,9.889412309998219e-05,20,Chicago Midway International,41.785,-87.752,Phoenix Sky Harbor International,0.0,0.0,0.0,79.0,12.08,0.12482946793997271,0.14026767836442197,0.13081148766005574,0.15640697780619234
7,7,0,1600-1659,3,5,14,149,Delta Air Lines Inc.,7261,90457,725,1413432,12460183,0.0001441658849878598,0.0001486602009422039,29,Miami International,25.792,-80.286,Atlanta Municipal,0.0,0.0,0.0,92.0,6.26,0.19021873914984375,0.22141582873824198,0.22253848170480506,0.28921018364689505
12,1,0,1400-1459,1,4,64,76,Mesa Airlines Inc.,15165,18545,3098,1690031,1191889,0.0,9.131157116170832e-05,5,Houston Intercontinental,29.983,-95.34,Douglas Municipal,0.0,0.0,0.0,84.0,6.26,0.23355455787624438,0.186039740883616,0.25164658017962693,0.23846050329699905
9,1,0,1400-1459,2,3,7,180,Frontier Airlines Inc.,4580,11895,91,564680,1857122,0.00011572564827677376,7.134694872433899e-06,13,Louis Armstrong New Orleans International,29.991,-90.251,San Antonio International,0.0,0.0,0.0,91.0,5.14,0.2035243475921442,0.10789814415192059,0.13711199423073972,0.15640697780619234
1,1,0,1600-1659,4,2,19,145,Spirit Air Lines,8899,15023,283,1297685,2688839,9.173723925704242e-06,0.00012465107307156237,14,Philadelphia International,39.868,-75.249,Los Angeles International,0.0,0.0,0.0,35.0,9.62,0.14396847848050112,0.1708502024291498,0.1769969124782088,0.21289034649935834
8,2,0,1500-1559,10,3,5,173,United Air Lines Inc.,1427,55706,181,154082,8501631,0.00025380424062159367,0.00022898547349326266,5,Keahole,19.739,-156.046,San Francisco International,0.0,0.0,0.0,87.0,7.38,0.2214602874333307,0.23886500429922614,0.21854794364701643,0.245737460685317
6,3,0,1100-1159,1,3,18,100,JetBlue Airways,12427,24204,4294,1472200,3190369,0.0001600389254787507,0.00012686617611396965,14,Logan International,42.364,-71.006,Newark Liberty International,0.0,0.0,0.0,75.0,11.63,0.29450634879502463,0.3424548352816153,0.2371748183838497,0.19077451190731604
8,6,1,1700-1759,6,4,59,173,United Air Lines Inc.,23099,55706,6032,2743323,8501631,0.00025380424062159367,0.00022898547349326266,3,Stapleton International,39.774,-104.88,Chicago O'Hare International,0.0,0.0,0.0,84.0,8.95,0.2214602874333307,0.23244194899124476,0.16186967124116694,0.29361752145124004
10,3,0,1000-1059,2,3,8,124,United Air Lines Inc.,7503,54923,445,732595,8501631,0.00025380424062159367,0.00022898547349326266,20,Nashville International,36.127,-86.682,Chicago O'Hare International,0.0,0.0,0.0,80.0,7.16,0.1563762728301277,0.16316264059607993,0.15751080971785858,0.13597181931205968
2,2,0,1000-1059,5,2,18,200,JetBlue Airways,10780,22053,1520,1823051,3190369,0.0001600389254787507,0.00012686617611396965,3,Orlando International,28.432,-81.325,John F. Kennedy International,0.16,0.0,0.0,85.0,8.28,0.2808576253763125,0.18291380625476736,0.20574501515922722,0.18748415234038238
10,6,0,1000-1059,1,3,25,143,Southwest Airlines Co.,14566,115051,6206,1903352,13382999,6.178236301460919e-05,9.889412309998219e-05,21,McCarran International,36.08,-115.152,Los Angeles International,0.0,0.0,0.0,79.0,4.92,0.17932290605257795,0.13491434010152284,0.11216232157602926,0.13597181931205968
1,4,0,1000-1059,3,3,69,76,Endeavor Air Inc.,23400,19857,134,3103410,1212846,0.0,9.351277617445623e-05,11,Chicago O'Hare International,41.978,-87.906,John F. Kennedy International,0.0,0.0,0.0,35.0,5.59,0.19872727272727272,0.18679298642533937,0.19897175669359685,0.15433423106769525
11,2,0,1700-1759,3,5,4,76,SkyWest Airlines Inc.,1323,66502,190,125614,3472966,3.419267401443636e-05,9.900278805864171e-05,10,Tulsa International,36.198,-95.89,Minneapolis-St Paul International,0.0,0.0,0.0,67.0,16.33,0.1363774826367735,0.13396139705882354,0.15312997191176758,0.18264623354198145
4,2,0,0700-0759,1,1,48,110,Delta Air Lines Inc.,18979,81803,616,2006675,12460183,0.0001441658849878598,0.0001486602009422039,13,Douglas Municipal,35.219,-80.936,NONE,0.1,0.1,0.0,54.0,7.83,0.13955758569244653,0.18786731291566006,0.1386030459424374,0.09427990935375478
11,2,0,1800-1859,5,4,83,228,Spirit Air Lines,24926,17350,633,2907365,2688839,9.173723925704242e-06,0.00012465107307156237,2,Dallas Fort Worth Regional,32.894,-97.03,McCarran International,0.0,0.0,0.0,75.0,10.74,0.1239575103151611,0.16068506599760007,0.15312997191176758,0.19261614388079534
1,5,0,1100-1159,2,4,25,50,Endeavor Air Inc.,10278,19857,1481,1680928,1212846,0.0,9.351277617445623e-05,15,John F. Kennedy International,40.639,-73.777,Washington Dulles International,0.0,0.0,0.0,32.0,19.01,0.19872727272727272,0.1480656832730309,0.17172256567191768,0.16662922862662294
2,6,0,0600-0659,4,1,28,180,Frontier Airlines Inc.,10780,8643,1050,1823051,1857122,0.00011572564827677376,7.134694872433899e-06,3,Orlando International,28.432,-81.325,NONE,0.03,0.0,0.0,77.0,7.38,0.2547970479704797,0.18786731291566006,0.16393883923764402,0.07890555169331612
10,5,0,1700-1759,5,5,11,70,"Midwest Airline, Inc.",4760,28628,508,477995,1529740,1.25293581928874e-06,0.00012382274422796983,14,Kansas City International,39.298,-94.714,Houston Intercontinental,0.0,0.0,0.0,72.0,15.21,0.15603553758578498,0.20052498359426268,0.19371339610052635,0.21093117408906883
4,4,0,1000-1059,2,3,78,143,Southwest Airlines Co.,32678,110752,3345,4365661,13382999,6.178236301460919e-05,9.889412309998219e-05,10,Atlanta Municipal,33.641,-84.427,Chicago Midway International,0.01,0.0,0.0,82.0,9.84,0.2157258332116643,0.28058761804826865,0.171316644372253,0.14777310187620551
11,6,0,1600-1659,8,3,31,180,Delta Air Lines Inc.,12038,79989,1466,1823051,12460183,0.0001441658849878598,0.0001486602009422039,6,Orlando International,28.432,-81.325,Salt Lake City International,0.0,0.0,0.0,88.0,7.38,0.10088231967120395,0.09996841440303222,0.13570632037123637,0.17614567242428497
12,1,0,1900-1959,2,7,11,143,Southwest Airlines Co.,5195,113248,2999,614236,13382999,6.178236301460919e-05,9.889412309998219e-05,14,San Jose International,37.363,-121.941,Orange County,0.0,0.0,0.0,59.0,4.03,0.26403810805912964,0.21634208298052499,0.25164658017962693,0.3021548662088563
